"iso","country","year","region","type","consumption","per_capita","percent"
"BGD","Bangladesh",2001,"Asia and the Pacific","Solar",0,0,0
"BGD","Bangladesh",2001,"Asia and the Pacific","Total",0.56011,0.00425,1
"BGD","Bangladesh",2001,"Asia and the Pacific","Wind",0,0,0
"BGD","Bangladesh",2022,"Asia and the Pacific","Biofuels",NA,NA,NA
"BGD","Bangladesh",2022,"Asia and the Pacific","Coal",0.19943,0.00116,0.10695
"BGD","Bangladesh",2022,"Asia and the Pacific","Hydro",0.00727,4e-05,0.0039
"BGD","Bangladesh",2022,"Asia and the Pacific","Natural Gas",1.03274,0.00603,0.55383
"BGD","Bangladesh",2022,"Asia and the Pacific","Nuclear",NA,NA,NA
"BGD","Bangladesh",2022,"Asia and the Pacific","Oil",0.61705,0.0036,0.33091
"BGD","Bangladesh",2022,"Asia and the Pacific","Other",4e-05,0,2e-05
"BGD","Bangladesh",2022,"Asia and the Pacific","Solar",0.00813,5e-05,0.00436
"BGD","Bangladesh",2022,"Asia and the Pacific","Total",1.86471,0.01089,1
"BGD","Bangladesh",2022,"Asia and the Pacific","Wind",5e-05,0,3e-05
"BGD","Bangladesh",2002,"Asia and the Pacific","Biofuels",NA,NA,NA
"BGD","Bangladesh",2002,"Asia and the Pacific","Coal",0.0153,0.00011,0.02723
"BGD","Bangladesh",2002,"Asia and the Pacific","Hydro",0.00787,6e-05,0.01401
"BGD","Bangladesh",2002,"Asia and the Pacific","Natural Gas",0.38416,0.00286,0.68395
"BGD","Bangladesh",2002,"Asia and the Pacific","Nuclear",NA,NA,NA
"BGD","Bangladesh",2002,"Asia and the Pacific","Oil",0.15435,0.00115,0.27481
"BGD","Bangladesh",2002,"Asia and the Pacific","Other",0,0,0
"BGD","Bangladesh",2002,"Asia and the Pacific","Solar",0,0,0
"BGD","Bangladesh",2002,"Asia and the Pacific","Total",0.56168,0.00419,1
"BGD","Bangladesh",2002,"Asia and the Pacific","Wind",0,0,0
"BGR","Bulgaria",1993,"Europe","Biofuels",0,0,0
"BGR","Bulgaria",1993,"Europe","Coal",0.34996,0.04064,0.36878
"BGR","Bulgaria",1993,"Europe","Hydro",0.01902,0.00221,0.02005
"BGR","Bulgaria",1993,"Europe","Natural Gas",0.15784,0.01833,0.16633
"BGR","Bulgaria",1993,"Europe","Nuclear",0.14273,0.01657,0.15041
"BGR","Bulgaria",1993,"Europe","Oil",0.27941,0.03245,0.29443
"BGR","Bulgaria",1993,"Europe","Other",0,0,0
"BGR","Bulgaria",1993,"Europe","Solar",0,0,0
"BGR","Bulgaria",1993,"Europe","Total",0.94896,0.1102,1
"BGR","Bulgaria",1993,"Europe","Wind",0,0,0
"BGR","Bulgaria",1992,"Europe","Biofuels",0,0,0
"BGR","Bulgaria",1992,"Europe","Coal",0.32504,0.0375,0.36541
"BGR","Bulgaria",1992,"Europe","Hydro",0.02026,0.00234,0.02277
"BGR","Bulgaria",1992,"Europe","Natural Gas",0.16964,0.01957,0.1907
"BGR","Bulgaria",1992,"Europe","Nuclear",0.118,0.01361,0.13266
"BGR","Bulgaria",1992,"Europe","Oil",0.25659,0.0296,0.28845
"BGR","Bulgaria",1992,"Europe","Other",0,0,0
"BGR","Bulgaria",1992,"Europe","Solar",0,0,0
"BGR","Bulgaria",1992,"Europe","Total",0.88953,0.10262,1
"BGR","Bulgaria",1992,"Europe","Wind",0,0,0
"BGR","Bulgaria",2003,"Europe","Biofuels",0,0,0
"BGR","Bulgaria",2003,"Europe","Coal",0.30967,0.03911,0.38171
"BGR","Bulgaria",2003,"Europe","Hydro",0.03127,0.00395,0.03854
"BGR","Bulgaria",2003,"Europe","Natural Gas",0.0966,0.0122,0.11907
"BGR","Bulgaria",2003,"Europe","Nuclear",0.17312,0.02187,0.2134
"BGR","Bulgaria",2003,"Europe","Oil",0.20061,0.02534,0.24728
"BGR","Bulgaria",2003,"Europe","Other",0,0,0
"BGR","Bulgaria",2003,"Europe","Solar",0,0,0
"BGR","Bulgaria",2003,"Europe","Total",0.81127,0.10246,1
"BGR","Bulgaria",2003,"Europe","Wind",0,0,0
"BGR","Bulgaria",2004,"Europe","Biofuels",0,0,0
"BGR","Bulgaria",2004,"Europe","Coal",0.29591,0.03762,0.37719
"BGR","Bulgaria",2004,"Europe","Hydro",0.03256,0.00414,0.04151
"BGR","Bulgaria",2004,"Europe","Natural Gas",0.09432,0.01199,0.12022
"BGR","Bulgaria",2004,"Europe","Nuclear",0.16739,0.02128,0.21337
"BGR","Bulgaria",2004,"Europe","Oil",0.19431,0.0247,0.24769
"BGR","Bulgaria",2004,"Europe","Other",0,0,0
"BGR","Bulgaria",2004,"Europe","Solar",0,0,0
"BGR","Bulgaria",2004,"Europe","Total",0.78449,0.09974,1
"BGR","Bulgaria",2004,"Europe","Wind",1e-05,0,1e-05
"BGR","Bulgaria",2002,"Europe","Biofuels",0,0,0
"BGR","Bulgaria",2002,"Europe","Coal",0.27659,0.03468,0.35269
"BGR","Bulgaria",2002,"Europe","Hydro",0.02223,0.00279,0.02835
"BGR","Bulgaria",2002,"Europe","Natural Gas",0.09141,0.01146,0.11657
"BGR","Bulgaria",2002,"Europe","Nuclear",0.2039,0.02557,0.26001
"BGR","Bulgaria",2002,"Europe","Oil",0.19008,0.02383,0.24238
"BGR","Bulgaria",2002,"Europe","Other",0,0,0
"BGR","Bulgaria",2002,"Europe","Solar",0,0,0
"BGR","Bulgaria",2002,"Europe","Total",0.78422,0.09834,1
"BGR","Bulgaria",2002,"Europe","Wind",0,0,0
"BGR","Bulgaria",2007,"Europe","Biofuels",0,0,0
"BGR","Bulgaria",2007,"Europe","Coal",0.33109,0.04289,0.39533
"BGR","Bulgaria",2007,"Europe","Hydro",0.02881,0.00373,0.0344
"BGR","Bulgaria",2007,"Europe","Natural Gas",0.12211,0.01582,0.1458
"BGR","Bulgaria",2007,"Europe","Nuclear",0.14303,0.01853,0.17079
"BGR","Bulgaria",2007,"Europe","Oil",0.21199,0.02746,0.25312
"BGR","Bulgaria",2007,"Europe","Other",0,0,0
"BGR","Bulgaria",2007,"Europe","Solar",0,0,0
"BGR","Bulgaria",2007,"Europe","Total",0.8375,0.1085,1
"BGR","Bulgaria",2007,"Europe","Wind",0.00048,6e-05,0.00057
"BGR","Bulgaria",2008,"Europe","Biofuels",7e-05,1e-05,9e-05
"BGR","Bulgaria",2008,"Europe","Coal",0.31559,0.04112,0.38078
"BGR","Bulgaria",2008,"Europe","Hydro",0.02825,0.00368,0.03409
"BGR","Bulgaria",2008,"Europe","Natural Gas",0.12212,0.01591,0.14734
"BGR","Bulgaria",2008,"Europe","Nuclear",0.15304,0.01994,0.18465
"BGR","Bulgaria",2008,"Europe","Oil",0.20832,0.02714,0.25135
"BGR","Bulgaria",2008,"Europe","Other",0.00018,2e-05,0.00022
"BGR","Bulgaria",2008,"Europe","Solar",0,0,0
"BGR","Bulgaria",2008,"Europe","Total",0.82881,0.10799,1
"BGR","Bulgaria",2008,"Europe","Wind",0.00123,0.00016,0.00149
"BGR","Bulgaria",1991,"Europe","Biofuels",0,0,0
"BGR","Bulgaria",1991,"Europe","Coal",0.3091,0.03544,0.32697
"BGR","Bulgaria",1991,"Europe","Hydro",0.02414,0.00277,0.02554
"BGR","Bulgaria",1991,"Europe","Natural Gas",0.19159,0.02197,0.20267
"BGR","Bulgaria",1991,"Europe","Nuclear",0.13468,0.01544,0.14246
"BGR","Bulgaria",1991,"Europe","Oil",0.28584,0.03277,0.30236
"BGR","Bulgaria",1991,"Europe","Other",0,0,0
"BGR","Bulgaria",1991,"Europe","Solar",0,0,0
"BGR","Bulgaria",1991,"Europe","Total",0.94535,0.10839,1
"BGR","Bulgaria",1991,"Europe","Wind",0,0,0
"BGR","Bulgaria",2006,"Europe","Biofuels",0,0,0
"BGR","Bulgaria",2006,"Europe","Coal",0.2943,0.0379,0.33963
"BGR","Bulgaria",2006,"Europe","Hydro",0.04316,0.00556,0.0498
"BGR","Bulgaria",2006,"Europe","Natural Gas",0.12117,0.0156,0.13983
"BGR","Bulgaria",2006,"Europe","Nuclear",0.19161,0.02467,0.22112
"BGR","Bulgaria",2006,"Europe","Oil",0.21609,0.02783,0.24938
"BGR","Bulgaria",2006,"Europe","Other",0,0,0
"BGR","Bulgaria",2006,"Europe","Solar",0,0,0
"BGR","Bulgaria",2006,"Europe","Total",0.86652,0.11158,1
"BGR","Bulgaria",2006,"Europe","Wind",0.00021,3e-05,0.00024
"BGR","Bulgaria",1996,"Europe","Biofuels",0,0,0
"BGR","Bulgaria",1996,"Europe","Coal",0.31904,0.03798,0.32593
"BGR","Bulgaria",1996,"Europe","Hydro",0.03074,0.00366,0.03141
"BGR","Bulgaria",1996,"Europe","Natural Gas",0.1947,0.02318,0.19891
"BGR","Bulgaria",1996,"Europe","Nuclear",0.18471,0.02199,0.1887
"BGR","Bulgaria",1996,"Europe","Oil",0.24966,0.02972,0.25506
"BGR","Bulgaria",1996,"Europe","Other",0,0,0
"BGR","Bulgaria",1996,"Europe","Solar",0,0,0
"BGR","Bulgaria",1996,"Europe","Total",0.97886,0.11651,1
"BGR","Bulgaria",1996,"Europe","Wind",0,0,0
"BGR","Bulgaria",1997,"Europe","Biofuels",0,0,0
"BGR","Bulgaria",1997,"Europe","Coal",0.3638,0.04373,0.39299
"BGR","Bulgaria",1997,"Europe","Hydro",0.029,0.00349,0.03132
"BGR","Bulgaria",1997,"Europe","Natural Gas",0.15533,0.01867,0.16779
"BGR","Bulgaria",1997,"Europe","Nuclear",0.18133,0.0218,0.19588
"BGR","Bulgaria",1997,"Europe","Oil",0.19627,0.02359,0.21202
"BGR","Bulgaria",1997,"Europe","Other",0,0,0
"BGR","Bulgaria",1997,"Europe","Solar",0,0,0
"BGR","Bulgaria",1997,"Europe","Total",0.92572,0.11128,1
"BGR","Bulgaria",1997,"Europe","Wind",0,0,0
"BGR","Bulgaria",1994,"Europe","Biofuels",0,0,0
"BGR","Bulgaria",1994,"Europe","Coal",0.32037,0.03748,0.35099
"BGR","Bulgaria",1994,"Europe","Hydro",0.0138,0.00161,0.01512
"BGR","Bulgaria",1994,"Europe","Natural Gas",0.15791,0.01847,0.173
"BGR","Bulgaria",1994,"Europe","Nuclear",0.15665,0.01832,0.17162
"BGR","Bulgaria",1994,"Europe","Oil",0.26403,0.03089,0.28927
"BGR","Bulgaria",1994,"Europe","Other",0,0,0
"BGR","Bulgaria",1994,"Europe","Solar",0,0,0
"BGR","Bulgaria",1994,"Europe","Total",0.91274,0.10677,1
"BGR","Bulgaria",1994,"Europe","Wind",0,0,0
"BGR","Bulgaria",1995,"Europe","Biofuels",0,0,0
"BGR","Bulgaria",1995,"Europe","Coal",0.32041,0.03779,0.32642
"BGR","Bulgaria",1995,"Europe","Hydro",0.02314,0.00273,0.02358
"BGR","Bulgaria",1995,"Europe","Natural Gas",0.19058,0.02248,0.19416
"BGR","Bulgaria",1995,"Europe","Nuclear",0.17632,0.0208,0.17963
"BGR","Bulgaria",1995,"Europe","Oil",0.27112,0.03198,0.27621
"BGR","Bulgaria",1995,"Europe","Other",0,0,0
"BGR","Bulgaria",1995,"Europe","Solar",0,0,0
"BGR","Bulgaria",1995,"Europe","Total",0.98157,0.11578,1
"BGR","Bulgaria",1995,"Europe","Wind",0,0,0
"BGR","Bulgaria",2015,"Europe","Biofuels",0.006,0.00082,0.00742
"BGR","Bulgaria",2015,"Europe","Coal",0.27445,0.03755,0.33931
"BGR","Bulgaria",2015,"Europe","Hydro",0.05482,0.0075,0.06777
"BGR","Bulgaria",2015,"Europe","Natural Gas",0.10801,0.01478,0.13354
"BGR","Bulgaria",2015,"Europe","Nuclear",0.14311,0.01958,0.17693
"BGR","Bulgaria",2015,"Europe","Oil",0.19188,0.02625,0.23723
"BGR","Bulgaria",2015,"Europe","Other",0.0031,0.00042,0.00384
"BGR","Bulgaria",2015,"Europe","Solar",0.01339,0.00183,0.01656
"BGR","Bulgaria",2015,"Europe","Total",0.80885,0.11066,1
"BGR","Bulgaria",2015,"Europe","Wind",0.01407,0.00193,0.0174
"BGR","Bulgaria",2016,"Europe","Biofuels",0.00669,0.00092,0.00873
"BGR","Bulgaria",2016,"Europe","Coal",0.23841,0.0329,0.31074
"BGR","Bulgaria",2016,"Europe","Hydro",0.03739,0.00516,0.04874
"BGR","Bulgaria",2016,"Europe","Natural Gas",0.1125,0.01553,0.14664
"BGR","Bulgaria",2016,"Europe","Nuclear",0.1459,0.02013,0.19016
"BGR","Bulgaria",2016,"Europe","Oil",0.19516,0.02693,0.25437
"BGR","Bulgaria",2016,"Europe","Other",0.00406,0.00056,0.0053
"BGR","Bulgaria",2016,"Europe","Solar",0.01338,0.00185,0.01743
"BGR","Bulgaria",2016,"Europe","Total",0.76722,0.10588,1
"BGR","Bulgaria",2016,"Europe","Wind",0.01373,0.0019,0.0179
"BGR","Bulgaria",2017,"Europe","Biofuels",0.00682,0.00095,0.00868
"BGR","Bulgaria",2017,"Europe","Coal",0.2556,0.03559,0.32543
"BGR","Bulgaria",2017,"Europe","Hydro",0.0271,0.00377,0.0345
"BGR","Bulgaria",2017,"Europe","Natural Gas",0.11569,0.01611,0.1473
"BGR","Bulgaria",2017,"Europe","Nuclear",0.14292,0.0199,0.18196
"BGR","Bulgaria",2017,"Europe","Oil",0.2049,0.02853,0.26088
"BGR","Bulgaria",2017,"Europe","Other",0.00455,0.00063,0.00579
"BGR","Bulgaria",2017,"Europe","Solar",0.01344,0.00187,0.01711
"BGR","Bulgaria",2017,"Europe","Total",0.78543,0.10935,1
"BGR","Bulgaria",2017,"Europe","Wind",0.01441,0.00201,0.01835
"BGR","Bulgaria",2005,"Europe","Biofuels",0,0,0
"BGR","Bulgaria",2005,"Europe","Coal",0.28984,0.03709,0.34102
"BGR","Bulgaria",2005,"Europe","Hydro",0.0443,0.00567,0.05212
"BGR","Bulgaria",2005,"Europe","Natural Gas",0.11759,0.01505,0.13836
"BGR","Bulgaria",2005,"Europe","Nuclear",0.18451,0.02361,0.2171
"BGR","Bulgaria",2005,"Europe","Oil",0.21362,0.02733,0.25135
"BGR","Bulgaria",2005,"Europe","Other",0,0,0
"BGR","Bulgaria",2005,"Europe","Solar",0,0,0
"BGR","Bulgaria",2005,"Europe","Total",0.84991,0.10875,1
"BGR","Bulgaria",2005,"Europe","Wind",5e-05,1e-05,6e-05
"BGR","Bulgaria",2019,"Europe","Biofuels",0.00738,0.00105,0.00969
"BGR","Bulgaria",2019,"Europe","Coal",0.21297,0.0302,0.27964
"BGR","Bulgaria",2019,"Europe","Hydro",0.0278,0.00394,0.0365
"BGR","Bulgaria",2019,"Europe","Natural Gas",0.10191,0.01445,0.13381
"BGR","Bulgaria",2019,"Europe","Nuclear",0.15075,0.02138,0.19795
"BGR","Bulgaria",2019,"Europe","Oil",0.2139,0.03033,0.28086
"BGR","Bulgaria",2019,"Europe","Other",0.02092,0.00297,0.02748
"BGR","Bulgaria",2019,"Europe","Solar",0.01345,0.00191,0.01766
"BGR","Bulgaria",2019,"Europe","Total",0.76159,0.10799,1
"BGR","Bulgaria",2019,"Europe","Wind",0.0125,0.00177,0.01641
"BGR","Bulgaria",2020,"Europe","Biofuels",0.0071,0.00102,0.0101
"BGR","Bulgaria",2020,"Europe","Coal",0.17403,0.02494,0.24744
"BGR","Bulgaria",2020,"Europe","Hydro",0.02667,0.00382,0.03791
"BGR","Bulgaria",2020,"Europe","Natural Gas",0.10514,0.01507,0.14949
"BGR","Bulgaria",2020,"Europe","Nuclear",0.15084,0.02161,0.21446
"BGR","Bulgaria",2020,"Europe","Oil",0.19218,0.02754,0.27324
"BGR","Bulgaria",2020,"Europe","Other",0.01953,0.0028,0.02777
"BGR","Bulgaria",2020,"Europe","Solar",0.01389,0.00199,0.01974
"BGR","Bulgaria",2020,"Europe","Total",0.70335,0.10078,1
"BGR","Bulgaria",2020,"Europe","Wind",0.01397,0.002,0.01986
"BGR","Bulgaria",2021,"Europe","Biofuels",0.00709,0.00103,0.00888
"BGR","Bulgaria",2021,"Europe","Coal",0.21948,0.03187,0.27475
"BGR","Bulgaria",2021,"Europe","Hydro",0.0454,0.00659,0.05683
"BGR","Bulgaria",2021,"Europe","Natural Gas",0.11887,0.01726,0.14881
"BGR","Bulgaria",2021,"Europe","Nuclear",0.14903,0.02164,0.18656
"BGR","Bulgaria",2021,"Europe","Oil",0.20188,0.02932,0.25272
"BGR","Bulgaria",2021,"Europe","Other",0.02975,0.00432,0.03724
"BGR","Bulgaria",2021,"Europe","Solar",0.01382,0.00201,0.01729
"BGR","Bulgaria",2021,"Europe","Total",0.79882,0.11601,1
"BGR","Bulgaria",2021,"Europe","Wind",0.0135,0.00196,0.01691
"BGR","Bulgaria",2009,"Europe","Biofuels",0.00022,3e-05,0.00031
"BGR","Bulgaria",2009,"Europe","Coal",0.26566,0.0348,0.36512
"BGR","Bulgaria",2009,"Europe","Hydro",0.0345,0.00452,0.04742
"BGR","Bulgaria",2009,"Europe","Natural Gas",0.08735,0.01144,0.12005
"BGR","Bulgaria",2009,"Europe","Nuclear",0.14718,0.01928,0.20229
"BGR","Bulgaria",2009,"Europe","Oil",0.19017,0.02491,0.26137
"BGR","Bulgaria",2009,"Europe","Other",9e-05,1e-05,0.00012
"BGR","Bulgaria",2009,"Europe","Solar",3e-05,0,5e-05
"BGR","Bulgaria",2009,"Europe","Total",0.72758,0.0953,1
"BGR","Bulgaria",2009,"Europe","Wind",0.00238,0.00031,0.00327
"BGR","Bulgaria",2010,"Europe","Biofuels",0.00067,9e-05,0.00087
"BGR","Bulgaria",2010,"Europe","Coal",0.28817,0.03796,0.37852
"BGR","Bulgaria",2010,"Europe","Hydro",0.05027,0.00662,0.06604
"BGR","Bulgaria",2010,"Europe","Natural Gas",0.0962,0.01267,0.12637
"BGR","Bulgaria",2010,"Europe","Nuclear",0.14621,0.01926,0.19206
"BGR","Bulgaria",2010,"Europe","Oil",0.17241,0.02271,0.22647
"BGR","Bulgaria",2010,"Europe","Other",4e-04,5e-05,0.00053
"BGR","Bulgaria",2010,"Europe","Solar",0.00015,2e-05,2e-04
"BGR","Bulgaria",2010,"Europe","Total",0.7613,0.10027,1
"BGR","Bulgaria",2010,"Europe","Wind",0.00681,9e-04,0.00894
"BGR","Bulgaria",2011,"Europe","Biofuels",7e-04,9e-05,0.00087
"BGR","Bulgaria",2011,"Europe","Coal",0.33892,0.04493,0.41915
"BGR","Bulgaria",2011,"Europe","Hydro",0.02852,0.00378,0.03527
"BGR","Bulgaria",2011,"Europe","Natural Gas",0.11014,0.0146,0.13621
"BGR","Bulgaria",2011,"Europe","Nuclear",0.15547,0.02061,0.19228
"BGR","Bulgaria",2011,"Europe","Oil",0.16464,0.02183,0.20361
"BGR","Bulgaria",2011,"Europe","Other",0.00064,8e-05,0.00079
"BGR","Bulgaria",2011,"Europe","Solar",0.001,0.00013,0.00124
"BGR","Bulgaria",2011,"Europe","Total",0.80858,0.10719,1
"BGR","Bulgaria",2011,"Europe","Wind",0.00855,0.00113,0.01058
"BGR","Bulgaria",2012,"Europe","Biofuels",0.00351,0.00047,0.00457
"BGR","Bulgaria",2012,"Europe","Coal",0.28954,0.03867,0.37684
"BGR","Bulgaria",2012,"Europe","Hydro",0.03137,0.00419,0.04082
"BGR","Bulgaria",2012,"Europe","Natural Gas",0.10264,0.01371,0.13359
"BGR","Bulgaria",2012,"Europe","Nuclear",0.14952,0.01997,0.1946
"BGR","Bulgaria",2012,"Europe","Oil",0.17126,0.02287,0.2229
"BGR","Bulgaria",2012,"Europe","Other",0.00076,1e-04,0.00098
"BGR","Bulgaria",2012,"Europe","Solar",0.00769,0.00103,0.01
"BGR","Bulgaria",2012,"Europe","Total",0.76834,0.1026,1
"BGR","Bulgaria",2012,"Europe","Wind",0.01205,0.00161,0.01569
"BGR","Bulgaria",2013,"Europe","Biofuels",0.00457,0.00061,0.0064
"BGR","Bulgaria",2013,"Europe","Coal",0.24885,0.03349,0.34893
"BGR","Bulgaria",2013,"Europe","Hydro",0.0396,0.00533,0.05553
"BGR","Bulgaria",2013,"Europe","Natural Gas",0.09916,0.01334,0.13904
"BGR","Bulgaria",2013,"Europe","Nuclear",0.13342,0.01795,0.18708
"BGR","Bulgaria",2013,"Europe","Oil",0.15917,0.02142,0.22319
"BGR","Bulgaria",2013,"Europe","Other",0.00128,0.00017,0.0018
"BGR","Bulgaria",2013,"Europe","Solar",0.01366,0.00184,0.01915
"BGR","Bulgaria",2013,"Europe","Total",0.71319,0.09597,1
"BGR","Bulgaria",2013,"Europe","Wind",0.01348,0.00181,0.0189
"BGR","Bulgaria",2014,"Europe","Biofuels",0.00454,0.00062,0.00596
"BGR","Bulgaria",2014,"Europe","Coal",0.26587,0.03606,0.3491
"BGR","Bulgaria",2014,"Europe","Hydro",0.04488,0.00609,0.05893
"BGR","Bulgaria",2014,"Europe","Natural Gas",0.0985,0.01336,0.12934
"BGR","Bulgaria",2014,"Europe","Nuclear",0.14849,0.02014,0.19498
"BGR","Bulgaria",2014,"Europe","Oil",0.17176,0.0233,0.22553
"BGR","Bulgaria",2014,"Europe","Other",0.00231,0.00031,0.00303
"BGR","Bulgaria",2014,"Europe","Solar",0.01226,0.00166,0.01609
"BGR","Bulgaria",2014,"Europe","Total",0.76158,0.10331,1
"BGR","Bulgaria",2014,"Europe","Wind",0.01298,0.00176,0.01704
"BGR","Bulgaria",1999,"Europe","Biofuels",0,0,0
"BGR","Bulgaria",1999,"Europe","Coal",0.28531,0.03495,0.36479
"BGR","Bulgaria",1999,"Europe","Hydro",0.02908,0.00356,0.03718
"BGR","Bulgaria",1999,"Europe","Natural Gas",0.1126,0.0138,0.14397
"BGR","Bulgaria",1999,"Europe","Nuclear",0.16154,0.01979,0.20654
"BGR","Bulgaria",1999,"Europe","Oil",0.19359,0.02372,0.24751
"BGR","Bulgaria",1999,"Europe","Other",0,0,0
"BGR","Bulgaria",1999,"Europe","Solar",0,0,0
"BGR","Bulgaria",1999,"Europe","Total",0.78212,0.09582,1
"BGR","Bulgaria",1999,"Europe","Wind",0,0,0
"BGR","Bulgaria",2000,"Europe","Biofuels",0,0,0
"BGR","Bulgaria",2000,"Europe","Coal",0.2635,0.03254,0.33671
"BGR","Bulgaria",2000,"Europe","Hydro",0.02801,0.00346,0.03579
"BGR","Bulgaria",2000,"Europe","Natural Gas",0.12265,0.01515,0.15672
"BGR","Bulgaria",2000,"Europe","Nuclear",0.18569,0.02293,0.23728
"BGR","Bulgaria",2000,"Europe","Oil",0.18272,0.02256,0.23349
"BGR","Bulgaria",2000,"Europe","Other",0,0,0
"BGR","Bulgaria",2000,"Europe","Solar",0,0,0
"BGR","Bulgaria",2000,"Europe","Total",0.78256,0.09664,1
"BGR","Bulgaria",2000,"Europe","Wind",0,0,0
"BGR","Bulgaria",2001,"Europe","Biofuels",0,0,0
"BGR","Bulgaria",2001,"Europe","Coal",0.30034,0.03738,0.37151
"BGR","Bulgaria",2001,"Europe","Hydro",0.01746,0.00217,0.0216
"BGR","Bulgaria",2001,"Europe","Natural Gas",0.1031,0.01283,0.12753
"BGR","Bulgaria",2001,"Europe","Nuclear",0.19844,0.0247,0.24546
"BGR","Bulgaria",2001,"Europe","Oil",0.1891,0.02353,0.23391
"BGR","Bulgaria",2001,"Europe","Other",0,0,0
"BGR","Bulgaria",2001,"Europe","Solar",0,0,0
"BGR","Bulgaria",2001,"Europe","Total",0.80844,0.10062,1
"BGR","Bulgaria",2001,"Europe","Wind",0,0,0
"BGR","Bulgaria",2018,"Europe","Biofuels",0.00673,0.00095,0.00854
"BGR","Bulgaria",2018,"Europe","Coal",0.2284,0.03209,0.28994
"BGR","Bulgaria",2018,"Europe","Hydro",0.04902,0.00689,0.06223
"BGR","Bulgaria",2018,"Europe","Natural Gas",0.10883,0.01529,0.13815
"BGR","Bulgaria",2018,"Europe","Nuclear",0.14738,0.02071,0.1871
"BGR","Bulgaria",2018,"Europe","Oil",0.20396,0.02866,0.25892
"BGR","Bulgaria",2018,"Europe","Other",0.01808,0.00254,0.02295
"BGR","Bulgaria",2018,"Europe","Solar",0.01279,0.0018,0.01624
"BGR","Bulgaria",2018,"Europe","Total",0.78773,0.11068,1
"BGR","Bulgaria",2018,"Europe","Wind",0.01255,0.00176,0.01594
"BGR","Bulgaria",1990,"Europe","Biofuels",0,0,0
"BGR","Bulgaria",1990,"Europe","Coal",0.34581,0.03944,0.2961
"BGR","Bulgaria",1990,"Europe","Hydro",0.01735,0.00198,0.01486
"BGR","Bulgaria",1990,"Europe","Natural Gas",0.22686,0.02587,0.19425
"BGR","Bulgaria",1990,"Europe","Nuclear",0.1498,0.01709,0.12827
"BGR","Bulgaria",1990,"Europe","Oil",0.42804,0.04882,0.36652
"BGR","Bulgaria",1990,"Europe","Other",0,0,0
"BGR","Bulgaria",1990,"Europe","Solar",0,0,0
"BGR","Bulgaria",1990,"Europe","Total",1.16787,0.1332,1
"BGR","Bulgaria",1990,"Europe","Wind",0,0,0
"BGR","Bulgaria",2023,"Europe","Biofuels",0.00982,0.00147,0.01369
"BGR","Bulgaria",2023,"Europe","Coal",0.16046,0.02399,0.22368
"BGR","Bulgaria",2023,"Europe","Hydro",0.02927,0.00438,0.04081
"BGR","Bulgaria",2023,"Europe","Natural Gas",0.09094,0.0136,0.12676
"BGR","Bulgaria",2023,"Europe","Nuclear",0.14515,0.0217,0.20234
"BGR","Bulgaria",2023,"Europe","Oil",0.21313,0.03187,0.29711
"BGR","Bulgaria",2023,"Europe","Other",0.0217,0.00325,0.03025
"BGR","Bulgaria",2023,"Europe","Solar",0.03207,0.0048,0.04471
"BGR","Bulgaria",2023,"Europe","Total",0.71736,0.10727,1
"BGR","Bulgaria",2023,"Europe","Wind",0.01481,0.00221,0.02065
"BGR","Bulgaria",2022,"Europe","Biofuels",0.00778,0.00115,0.00942
"BGR","Bulgaria",2022,"Europe","Coal",0.26175,0.03859,0.31684
"BGR","Bulgaria",2022,"Europe","Hydro",0.0357,0.00526,0.04321
"BGR","Bulgaria",2022,"Europe","Natural Gas",0.09732,0.01435,0.11781
"BGR","Bulgaria",2022,"Europe","Nuclear",0.14826,0.02186,0.17947
"BGR","Bulgaria",2022,"Europe","Oil",0.21579,0.03182,0.26121
"BGR","Bulgaria",2022,"Europe","Other",0.02578,0.0038,0.03121
"BGR","Bulgaria",2022,"Europe","Solar",0.01965,0.0029,0.02379
"BGR","Bulgaria",2022,"Europe","Total",0.82611,0.12181,1
"BGR","Bulgaria",2022,"Europe","Wind",0.01407,0.00207,0.01703
"BGR","Bulgaria",1998,"Europe","Biofuels",0,0,0
"BGR","Bulgaria",1998,"Europe","Coal",0.3465,0.04208,0.38926
"BGR","Bulgaria",1998,"Europe","Hydro",0.03266,0.00397,0.03669
"BGR","Bulgaria",1998,"Europe","Natural Gas",0.12997,0.01578,0.14601
"BGR","Bulgaria",1998,"Europe","Nuclear",0.17262,0.02096,0.19393
"BGR","Bulgaria",1998,"Europe","Oil",0.20839,0.02531,0.23411
"BGR","Bulgaria",1998,"Europe","Other",0,0,0
"BGR","Bulgaria",1998,"Europe","Solar",0,0,0
"BGR","Bulgaria",1998,"Europe","Total",0.89014,0.10809,1
"BGR","Bulgaria",1998,"Europe","Wind",0,0,0
"BLR","Belarus",1996,"Europe","Biofuels",0,0,0
"BLR","Belarus",1996,"Europe","Coal",0.04836,0.00463,0.05225
"BLR","Belarus",1996,"Europe","Hydro",0.00017,2e-05,0.00018
"BLR","Belarus",1996,"Europe","Natural Gas",0.43698,0.04187,0.47205
"BLR","Belarus",1996,"Europe","Nuclear",0,0,0
"BLR","Belarus",1996,"Europe","Oil",0.44019,0.04218,0.47552
"BLR","Belarus",1996,"Europe","Other",0,0,0
"BLR","Belarus",1996,"Europe","Solar",0,0,0
