"iso","country","year","region","type","consumption","per_capita","percent"
"NLD","Netherlands",2001,"Europe","Solar",0.00014,1e-05,4e-05
"NLD","Netherlands",2001,"Europe","Total",3.76401,0.23552,1
"NLD","Netherlands",2001,"Europe","Wind",0.00873,0.00055,0.00232
"NLD","Netherlands",2002,"Europe","Biofuels",NA,NA,NA
"NLD","Netherlands",2002,"Europe","Coal",0.348,0.02167,0.09241
"NLD","Netherlands",2002,"Europe","Hydro",0.00115,7e-05,0.00031
"NLD","Netherlands",2002,"Europe","Natural Gas",1.4903,0.09281,0.39574
"NLD","Netherlands",2002,"Europe","Nuclear",0.03946,0.00246,0.01048
"NLD","Netherlands",2002,"Europe","Oil",1.84338,0.1148,0.4895
"NLD","Netherlands",2002,"Europe","Other",0.0334,0.00208,0.00887
"NLD","Netherlands",2002,"Europe","Solar",0.00018,1e-05,5e-05
"NLD","Netherlands",2002,"Europe","Total",3.76582,0.23453,1
"NLD","Netherlands",2002,"Europe","Wind",0.00994,0.00062,0.00264
"NLD","Netherlands",2003,"Europe","Biofuels",NA,NA,NA
"NLD","Netherlands",2003,"Europe","Coal",0.36,0.02232,0.09496
"NLD","Netherlands",2003,"Europe","Hydro",0.00075,5e-05,2e-04
"NLD","Netherlands",2003,"Europe","Natural Gas",1.5006,0.09305,0.39582
"NLD","Netherlands",2003,"Europe","Nuclear",0.04025,0.0025,0.01062
"NLD","Netherlands",2003,"Europe","Oil",1.84611,0.11447,0.48696
"NLD","Netherlands",2003,"Europe","Other",0.02928,0.00182,0.00772
"NLD","Netherlands",2003,"Europe","Solar",0.00032,2e-05,8e-05
"NLD","Netherlands",2003,"Europe","Total",3.79107,0.23507,1
"NLD","Netherlands",2003,"Europe","Wind",0.01376,0.00085,0.00363
"NLD","Netherlands",2000,"Europe","Biofuels",NA,NA,NA
"NLD","Netherlands",2000,"Europe","Coal",0.325,0.02044,0.08967
"NLD","Netherlands",2000,"Europe","Hydro",0.00152,1e-04,0.00042
"NLD","Netherlands",2000,"Europe","Natural Gas",1.4757,0.09282,0.40714
"NLD","Netherlands",2000,"Europe","Nuclear",0.04003,0.00252,0.01105
"NLD","Netherlands",2000,"Europe","Oil",1.75026,0.11009,0.48289
"NLD","Netherlands",2000,"Europe","Other",0.02314,0.00146,0.00638
"NLD","Netherlands",2000,"Europe","Solar",8e-05,1e-05,2e-05
"NLD","Netherlands",2000,"Europe","Total",3.62455,0.22797,1
"NLD","Netherlands",2000,"Europe","Wind",0.00882,0.00056,0.00243
"NLD","Netherlands",2016,"Europe","Biofuels",0.01071,0.00063,0.00285
"NLD","Netherlands",2016,"Europe","Coal",0.4294,0.02508,0.11425
"NLD","Netherlands",2016,"Europe","Hydro",0.00096,6e-05,0.00026
"NLD","Netherlands",2016,"Europe","Natural Gas",1.2658,0.07392,0.33679
"NLD","Netherlands",2016,"Europe","Nuclear",0.03662,0.00214,0.00974
"NLD","Netherlands",2016,"Europe","Oil",1.86436,0.10887,0.49605
"NLD","Netherlands",2016,"Europe","Other",0.05641,0.00329,0.01501
"NLD","Netherlands",2016,"Europe","Solar",0.01544,9e-04,0.00411
"NLD","Netherlands",2016,"Europe","Total",3.75845,0.21948,1
"NLD","Netherlands",2016,"Europe","Wind",0.07874,0.0046,0.02095
"NLD","Netherlands",2017,"Europe","Biofuels",0.01385,8e-04,0.00366
"NLD","Netherlands",2017,"Europe","Coal",0.3851,0.02238,0.10166
"NLD","Netherlands",2017,"Europe","Hydro",0.00058,3e-05,0.00015
"NLD","Netherlands",2017,"Europe","Natural Gas",1.3067,0.07594,0.34496
"NLD","Netherlands",2017,"Europe","Nuclear",0.03128,0.00182,0.00826
"NLD","Netherlands",2017,"Europe","Oil",1.87514,0.10897,0.49503
"NLD","Netherlands",2017,"Europe","Other",0.05292,0.00308,0.01397
"NLD","Netherlands",2017,"Europe","Solar",0.02112,0.00123,0.00558
"NLD","Netherlands",2017,"Europe","Total",3.78794,0.22014,1
"NLD","Netherlands",2017,"Europe","Wind",0.10126,0.00588,0.02673
"NLD","Netherlands",2018,"Europe","Biofuels",0.02328,0.00135,0.0063
"NLD","Netherlands",2018,"Europe","Coal",0.3459,0.02001,0.09358
"NLD","Netherlands",2018,"Europe","Hydro",0.00069,4e-05,0.00019
"NLD","Netherlands",2018,"Europe","Natural Gas",1.2812,0.07412,0.34661
"NLD","Netherlands",2018,"Europe","Nuclear",0.03212,0.00186,0.00869
"NLD","Netherlands",2018,"Europe","Oil",1.82507,0.10558,0.49375
"NLD","Netherlands",2018,"Europe","Other",0.05232,0.00303,0.01416
"NLD","Netherlands",2018,"Europe","Solar",0.03532,0.00204,0.00955
"NLD","Netherlands",2018,"Europe","Total",3.69637,0.21384,1
"NLD","Netherlands",2018,"Europe","Wind",0.10047,0.00581,0.02718
"NLD","Netherlands",2019,"Europe","Biofuels",0.02909,0.00168,0.0079
"NLD","Netherlands",2019,"Europe","Coal",0.2689,0.01549,0.07306
"NLD","Netherlands",2019,"Europe","Hydro",7e-04,4e-05,0.00019
"NLD","Netherlands",2019,"Europe","Natural Gas",1.3378,0.07705,0.36349
"NLD","Netherlands",2019,"Europe","Nuclear",0.0356,0.00205,0.00967
"NLD","Netherlands",2019,"Europe","Oil",1.78094,0.10257,0.4839
"NLD","Netherlands",2019,"Europe","Other",0.0669,0.00385,0.01818
"NLD","Netherlands",2019,"Europe","Solar",0.05124,0.00295,0.01392
"NLD","Netherlands",2019,"Europe","Total",3.68039,0.21196,1
"NLD","Netherlands",2019,"Europe","Wind",0.1092,0.00629,0.02967
"NLD","Netherlands",2020,"Europe","Biofuels",0.03333,0.00191,0.00935
"NLD","Netherlands",2020,"Europe","Coal",0.172,0.00987,0.04825
"NLD","Netherlands",2020,"Europe","Hydro",0.00044,2e-05,0.00012
"NLD","Netherlands",2020,"Europe","Natural Gas",1.2994,0.07453,0.36454
"NLD","Netherlands",2020,"Europe","Nuclear",0.03708,0.00213,0.0104
"NLD","Netherlands",2020,"Europe","Oil",1.69526,0.09724,0.47559
"NLD","Netherlands",2020,"Europe","Other",0.10157,0.00583,0.0285
"NLD","Netherlands",2020,"Europe","Solar",0.081,0.00465,0.02272
"NLD","Netherlands",2020,"Europe","Total",3.56452,0.20445,1
"NLD","Netherlands",2020,"Europe","Wind",0.14445,0.00829,0.04052
"NLD","Netherlands",2021,"Europe","Biofuels",0.0335,0.00191,0.00917
"NLD","Netherlands",2021,"Europe","Coal",0.2344,0.01339,0.06417
"NLD","Netherlands",2021,"Europe","Hydro",0.00083,5e-05,0.00023
"NLD","Netherlands",2021,"Europe","Natural Gas",1.2543,0.07167,0.3434
"NLD","Netherlands",2021,"Europe","Nuclear",0.0346,0.00198,0.00947
"NLD","Netherlands",2021,"Europe","Oil",1.69304,0.09674,0.46352
"NLD","Netherlands",2021,"Europe","Other",0.12546,0.00717,0.03435
"NLD","Netherlands",2021,"Europe","Solar",0.10648,0.00608,0.02915
"NLD","Netherlands",2021,"Europe","Total",3.65261,0.2087,1
"NLD","Netherlands",2021,"Europe","Wind",0.16999,0.00971,0.04654
"NLD","Netherlands",2022,"Europe","Biofuels",0.04276,0.00243,0.01243
"NLD","Netherlands",2022,"Europe","Coal",0.2316,0.01319,0.06735
"NLD","Netherlands",2022,"Europe","Hydro",0.00047,3e-05,0.00014
"NLD","Netherlands",2022,"Europe","Natural Gas",0.9913,0.05644,0.28828
"NLD","Netherlands",2022,"Europe","Nuclear",0.03743,0.00213,0.01089
"NLD","Netherlands",2022,"Europe","Oil",1.66151,0.0946,0.48318
"NLD","Netherlands",2022,"Europe","Other",0.11246,0.0064,0.0327
"NLD","Netherlands",2022,"Europe","Solar",0.1603,0.00913,0.04662
"NLD","Netherlands",2022,"Europe","Total",3.43869,0.19578,1
"NLD","Netherlands",2022,"Europe","Wind",0.20086,0.01144,0.05841
"NLD","Netherlands",2023,"Europe","Biofuels",0.05015,0.00285,0.0146
"NLD","Netherlands",2023,"Europe","Coal",0.15837,0.00899,0.04609
"NLD","Netherlands",2023,"Europe","Hydro",0.00064,4e-05,0.00019
"NLD","Netherlands",2023,"Europe","Natural Gas",0.9278,0.05266,0.27
"NLD","Netherlands",2023,"Europe","Nuclear",0.03575,0.00203,0.0104
"NLD","Netherlands",2023,"Europe","Oil",1.7031,0.09667,0.49562
"NLD","Netherlands",2023,"Europe","Other",0.09235,0.00524,0.02688
"NLD","Netherlands",2023,"Europe","Solar",0.198,0.01124,0.05762
"NLD","Netherlands",2023,"Europe","Total",3.43628,0.19504,1
"NLD","Netherlands",2023,"Europe","Wind",0.27012,0.01533,0.07861
"NLD","Netherlands",2011,"Europe","Biofuels",0.01341,8e-04,0.00334
"NLD","Netherlands",2011,"Europe","Coal",0.3117,0.01866,0.07765
"NLD","Netherlands",2011,"Europe","Hydro",0.00057,3e-05,0.00014
"NLD","Netherlands",2011,"Europe","Natural Gas",1.4734,0.08822,0.36704
"NLD","Netherlands",2011,"Europe","Nuclear",0.03946,0.00236,0.00983
"NLD","Netherlands",2011,"Europe","Oil",2.04275,0.12231,0.50886
"NLD","Netherlands",2011,"Europe","Other",0.0814,0.00487,0.02028
"NLD","Netherlands",2011,"Europe","Solar",0.001,6e-05,0.00025
"NLD","Netherlands",2011,"Europe","Total",4.01433,0.24036,1
"NLD","Netherlands",2011,"Europe","Wind",0.05065,0.00303,0.01262
"NLD","Netherlands",2012,"Europe","Biofuels",0.01398,0.00083,0.00354
"NLD","Netherlands",2012,"Europe","Coal",0.3425,0.0204,0.08683
"NLD","Netherlands",2012,"Europe","Hydro",0.00103,6e-05,0.00026
"NLD","Netherlands",2012,"Europe","Natural Gas",1.4142,0.08425,0.35852
"NLD","Netherlands",2012,"Europe","Nuclear",0.03708,0.00221,0.0094
"NLD","Netherlands",2012,"Europe","Oil",2.00126,0.11923,0.50735
"NLD","Netherlands",2012,"Europe","Other",0.08278,0.00493,0.02099
"NLD","Netherlands",2012,"Europe","Solar",0.0025,0.00015,0.00064
"NLD","Netherlands",2012,"Europe","Total",3.94452,0.235,1
"NLD","Netherlands",2012,"Europe","Wind",0.04918,0.00293,0.01247
"NLD","Netherlands",2013,"Europe","Biofuels",0.01334,0.00079,0.00349
"NLD","Netherlands",2013,"Europe","Coal",0.3427,0.02032,0.08956
"NLD","Netherlands",2013,"Europe","Hydro",0.00112,7e-05,0.00029
"NLD","Netherlands",2013,"Europe","Natural Gas",1.4081,0.08348,0.368
"NLD","Netherlands",2013,"Europe","Nuclear",0.02722,0.00161,0.00711
"NLD","Netherlands",2013,"Europe","Oil",1.90521,0.11295,0.49791
"NLD","Netherlands",2013,"Europe","Other",0.06842,0.00406,0.01788
"NLD","Netherlands",2013,"Europe","Solar",0.00506,3e-04,0.00132
"NLD","Netherlands",2013,"Europe","Total",3.82639,0.22685,1
"NLD","Netherlands",2013,"Europe","Wind",0.05521,0.00327,0.01443
"NLD","Netherlands",2014,"Europe","Biofuels",0.01566,0.00092,0.00428
"NLD","Netherlands",2014,"Europe","Coal",0.3791,0.02236,0.10361
"NLD","Netherlands",2014,"Europe","Hydro",0.00109,6e-05,3e-04
"NLD","Netherlands",2014,"Europe","Natural Gas",1.2358,0.07289,0.33776
"NLD","Netherlands",2014,"Europe","Nuclear",0.03829,0.00226,0.01047
"NLD","Netherlands",2014,"Europe","Oil",1.86705,0.11012,0.51029
"NLD","Netherlands",2014,"Europe","Other",0.05761,0.0034,0.01575
"NLD","Netherlands",2014,"Europe","Solar",0.00765,0.00045,0.00209
"NLD","Netherlands",2014,"Europe","Total",3.65879,0.21581,1
"NLD","Netherlands",2014,"Europe","Wind",0.05654,0.00333,0.01545
"NLD","Netherlands",2015,"Europe","Biofuels",0.01339,0.00079,0.00363
"NLD","Netherlands",2015,"Europe","Coal",0.4632,0.02718,0.1254
"NLD","Netherlands",2015,"Europe","Hydro",9e-04,5e-05,0.00024
"NLD","Netherlands",2015,"Europe","Natural Gas",1.2164,0.07138,0.32932
"NLD","Netherlands",2015,"Europe","Nuclear",0.03794,0.00223,0.01027
"NLD","Netherlands",2015,"Europe","Oil",1.82122,0.10687,0.49306
"NLD","Netherlands",2015,"Europe","Other",0.05672,0.00333,0.01536
"NLD","Netherlands",2015,"Europe","Solar",0.01075,0.00063,0.00291
"NLD","Netherlands",2015,"Europe","Total",3.69372,0.21675,1
"NLD","Netherlands",2015,"Europe","Wind",0.07319,0.0043,0.01982
"NLD","Netherlands",1990,"Europe","Biofuels",NA,NA,NA
"NLD","Netherlands",1990,"Europe","Coal",0.366,0.02449,0.11163
"NLD","Netherlands",1990,"Europe","Hydro",9e-04,6e-05,0.00028
"NLD","Netherlands",1990,"Europe","Natural Gas",1.325,0.08866,0.40413
"NLD","Netherlands",1990,"Europe","Nuclear",0.03577,0.00239,0.01091
"NLD","Netherlands",1990,"Europe","Oil",1.54267,0.10323,0.47052
"NLD","Netherlands",1990,"Europe","Other",0.0077,0.00052,0.00235
"NLD","Netherlands",1990,"Europe","Solar",0,0,0
"NLD","Netherlands",1990,"Europe","Total",3.27865,0.21939,1
"NLD","Netherlands",1990,"Europe","Wind",6e-04,4e-05,0.00018
"NLD","Netherlands",1991,"Europe","Biofuels",NA,NA,NA
"NLD","Netherlands",1991,"Europe","Coal",0.337,0.0224,0.10087
"NLD","Netherlands",1991,"Europe","Hydro",0.00111,7e-05,0.00033
"NLD","Netherlands",1991,"Europe","Natural Gas",1.4785,0.09826,0.44253
"NLD","Netherlands",1991,"Europe","Nuclear",0.03401,0.00226,0.01018
"NLD","Netherlands",1991,"Europe","Oil",1.48086,0.09842,0.44323
"NLD","Netherlands",1991,"Europe","Other",0.00862,0.00057,0.00258
"NLD","Netherlands",1991,"Europe","Solar",0,0,0
"NLD","Netherlands",1991,"Europe","Total",3.34103,0.22205,1
"NLD","Netherlands",1991,"Europe","Wind",0.00094,6e-05,0.00028
"NLD","Netherlands",1992,"Europe","Biofuels",NA,NA,NA
"NLD","Netherlands",1992,"Europe","Coal",0.336,0.02218,0.09938
"NLD","Netherlands",1992,"Europe","Hydro",0.00128,8e-05,0.00038
"NLD","Netherlands",1992,"Europe","Natural Gas",1.4397,0.09503,0.42584
"NLD","Netherlands",1992,"Europe","Nuclear",0.03882,0.00256,0.01148
"NLD","Netherlands",1992,"Europe","Oil",1.55481,0.10262,0.45989
"NLD","Netherlands",1992,"Europe","Other",0.00864,0.00057,0.00256
"NLD","Netherlands",1992,"Europe","Solar",1e-05,0,0
"NLD","Netherlands",1992,"Europe","Total",3.38082,0.22315,1
"NLD","Netherlands",1992,"Europe","Wind",0.00156,1e-04,0.00046
"NLD","Netherlands",1993,"Europe","Biofuels",NA,NA,NA
"NLD","Netherlands",1993,"Europe","Coal",0.339,0.02223,0.09944
"NLD","Netherlands",1993,"Europe","Hydro",0.00098,6e-05,0.00029
"NLD","Netherlands",1993,"Europe","Natural Gas",1.4807,0.09709,0.43434
"NLD","Netherlands",1993,"Europe","Nuclear",0.04033,0.00264,0.01183
"NLD","Netherlands",1993,"Europe","Oil",1.53629,0.10073,0.45065
"NLD","Netherlands",1993,"Europe","Other",0.00992,0.00065,0.00291
"NLD","Netherlands",1993,"Europe","Solar",1e-05,0,0
"NLD","Netherlands",1993,"Europe","Total",3.40908,0.22353,1
"NLD","Netherlands",1993,"Europe","Wind",0.00185,0.00012,0.00054
"NLD","Netherlands",1996,"Europe","Biofuels",NA,NA,NA
"NLD","Netherlands",1996,"Europe","Coal",0.36,0.02317,0.09832
"NLD","Netherlands",1996,"Europe","Hydro",0.00085,5e-05,0.00023
"NLD","Netherlands",1996,"Europe","Natural Gas",1.6279,0.10476,0.44459
"NLD","Netherlands",1996,"Europe","Nuclear",0.04249,0.00273,0.01161
"NLD","Netherlands",1996,"Europe","Oil",1.61056,0.10365,0.43985
"NLD","Netherlands",1996,"Europe","Other",0.01512,0.00097,0.00413
"NLD","Netherlands",1996,"Europe","Solar",2e-05,0,1e-05
"NLD","Netherlands",1996,"Europe","Total",3.6616,0.23565,1
"NLD","Netherlands",1996,"Europe","Wind",0.00465,3e-04,0.00127
"NLD","Netherlands",1997,"Europe","Biofuels",NA,NA,NA
"NLD","Netherlands",1997,"Europe","Coal",0.35,0.02239,0.09733
"NLD","Netherlands",1997,"Europe","Hydro",0.00098,6e-05,0.00027
"NLD","Netherlands",1997,"Europe","Natural Gas",1.5253,0.09759,0.42418
"NLD","Netherlands",1997,"Europe","Nuclear",0.0246,0.00157,0.00684
"NLD","Netherlands",1997,"Europe","Oil",1.67309,0.10704,0.46528
"NLD","Netherlands",1997,"Europe","Other",0.01681,0.00108,0.00468
"NLD","Netherlands",1997,"Europe","Solar",2e-05,0,1e-05
"NLD","Netherlands",1997,"Europe","Total",3.59586,0.23006,1
"NLD","Netherlands",1997,"Europe","Wind",0.00506,0.00032,0.00141
"NLD","Netherlands",2005,"Europe","Biofuels",NA,NA,NA
"NLD","Netherlands",2005,"Europe","Coal",0.339,0.02085,0.08466
"NLD","Netherlands",2005,"Europe","Hydro",0.00091,6e-05,0.00023
"NLD","Netherlands",2005,"Europe","Natural Gas",1.4924,0.09177,0.37272
"NLD","Netherlands",2005,"Europe","Nuclear",0.03954,0.00243,0.00988
"NLD","Netherlands",2005,"Europe","Oil",2.04992,0.12606,0.51196
"NLD","Netherlands",2005,"Europe","Other",0.06064,0.00373,0.01514
"NLD","Netherlands",2005,"Europe","Solar",0.00035,2e-05,9e-05
"NLD","Netherlands",2005,"Europe","Total",4.00407,0.24623,1
"NLD","Netherlands",2005,"Europe","Wind",0.02131,0.00131,0.00532
"NLD","Netherlands",2004,"Europe","Biofuels",NA,NA,NA
"NLD","Netherlands",2004,"Europe","Coal",0.355,0.02192,0.09057
"NLD","Netherlands",2004,"Europe","Hydro",0.00099,6e-05,0.00025
"NLD","Netherlands",2004,"Europe","Natural Gas",1.5364,0.09486,0.39199
"NLD","Netherlands",2004,"Europe","Nuclear",0.03805,0.00235,0.00971
"NLD","Netherlands",2004,"Europe","Oil",1.93112,0.11923,0.4927
"NLD","Netherlands",2004,"Europe","Other",0.03821,0.00236,0.00975
"NLD","Netherlands",2004,"Europe","Solar",0.00034,2e-05,9e-05
"NLD","Netherlands",2004,"Europe","Total",3.91948,0.242,1
"NLD","Netherlands",2004,"Europe","Wind",0.01937,0.0012,0.00494
"NOR","Norway",2007,"Europe","Biofuels",0.00115,0.00024,0.00058
"NOR","Norway",2007,"Europe","Coal",0.02852,0.00606,0.01431
"NOR","Norway",2007,"Europe","Hydro",1.36054,0.28889,0.68252
"NOR","Norway",2007,"Europe","Natural Gas",0.15349,0.03259,0.077
"NOR","Norway",2007,"Europe","Nuclear",NA,NA,NA
"NOR","Norway",2007,"Europe","Oil",0.43611,0.0926,0.21878
"NOR","Norway",2007,"Europe","Other",0.00444,0.00094,0.00223
"NOR","Norway",2007,"Europe","Solar",7e-05,2e-05,4e-05
"NOR","Norway",2007,"Europe","Total",1.9934,0.42327,1
"NOR","Norway",2007,"Europe","Wind",0.00908,0.00193,0.00456
"NOR","Norway",2008,"Europe","Biofuels",0.00328,0.00069,0.00162
"NOR","Norway",2008,"Europe","Coal",0.02939,0.00616,0.01454
"NOR","Norway",2008,"Europe","Hydro",1.4066,0.29497,0.69556
"NOR","Norway",2008,"Europe","Natural Gas",0.15782,0.0331,0.07804
"NOR","Norway",2008,"Europe","Nuclear",NA,NA,NA
"NOR","Norway",2008,"Europe","Oil",0.41128,0.08625,0.20338
"NOR","Norway",2008,"Europe","Other",0.00456,0.00096,0.00226
"NOR","Norway",2008,"Europe","Solar",7e-05,2e-05,4e-05
"NOR","Norway",2008,"Europe","Total",2.02225,0.42407,1
"NOR","Norway",2008,"Europe","Wind",0.00924,0.00194,0.00457
"NOR","Norway",2010,"Europe","Biofuels",0.00488,0.001,0.00272
"NOR","Norway",2010,"Europe","Coal",0.0319,0.00652,0.01775
"NOR","Norway",2010,"Europe","Hydro",1.16647,0.23855,0.64916
"NOR","Norway",2010,"Europe","Natural Gas",0.14957,0.03059,0.08324
"NOR","Norway",2010,"Europe","Nuclear",NA,NA,NA
"NOR","Norway",2010,"Europe","Oil",0.4312,0.08818,0.23997
"NOR","Norway",2010,"Europe","Other",0.00401,0.00082,0.00223
"NOR","Norway",2010,"Europe","Solar",8e-05,2e-05,5e-05
"NOR","Norway",2010,"Europe","Total",1.79689,0.36748,1
"NOR","Norway",2010,"Europe","Wind",0.00878,0.0018,0.00489
"NOR","Norway",2011,"Europe","Biofuels",0.00484,0.00098,0.00267
"NOR","Norway",2011,"Europe","Coal",0.0354,0.00715,0.01949
"NOR","Norway",2011,"Europe","Hydro",1.19451,0.24114,0.65781
"NOR","Norway",2011,"Europe","Natural Gas",0.14624,0.02952,0.08053
"NOR","Norway",2011,"Europe","Nuclear",NA,NA,NA
"NOR","Norway",2011,"Europe","Oil",0.41819,0.08442,0.23029
"NOR","Norway",2011,"Europe","Other",0.0039,0.00079,0.00215
"NOR","Norway",2011,"Europe","Solar",8e-05,2e-05,5e-05
"NOR","Norway",2011,"Europe","Total",1.8159,0.36658,1
"NOR","Norway",2011,"Europe","Wind",0.01274,0.00257,0.00702
"NOR","Norway",2012,"Europe","Biofuels",0.00557,0.00111,0.00275
"NOR","Norway",2012,"Europe","Coal",0.0343,0.00683,0.01696
"NOR","Norway",2012,"Europe","Hydro",1.39895,0.27873,0.69161
"NOR","Norway",2012,"Europe","Natural Gas",0.14689,0.02927,0.07262
"NOR","Norway",2012,"Europe","Nuclear",NA,NA,NA
"NOR","Norway",2012,"Europe","Oil",0.41792,0.08327,0.20661
"NOR","Norway",2012,"Europe","Other",0.00375,0.00075,0.00185
"NOR","Norway",2012,"Europe","Solar",9e-05,2e-05,4e-05
"NOR","Norway",2012,"Europe","Total",2.02275,0.40301,1
"NOR","Norway",2012,"Europe","Wind",0.01528,0.00304,0.00755
"NOR","Norway",2013,"Europe","Biofuels",0.0054,0.00106,0.00286
"NOR","Norway",2013,"Europe","Coal",0.0325,0.0064,0.01723
"NOR","Norway",2013,"Europe","Hydro",1.25723,0.24745,0.66637
"NOR","Norway",2013,"Europe","Natural Gas",0.14521,0.02858,0.07697
"NOR","Norway",2013,"Europe","Nuclear",NA,NA,NA
"NOR","Norway",2013,"Europe","Oil",0.42323,0.0833,0.22433
"NOR","Norway",2013,"Europe","Other",0.00455,9e-04,0.00241
"NOR","Norway",2013,"Europe","Solar",1e-04,2e-05,5e-05
"NOR","Norway",2013,"Europe","Total",1.88667,0.37134,1
"NOR","Norway",2013,"Europe","Wind",0.01846,0.00363,0.00978
"NOR","Norway",2014,"Europe","Biofuels",0.00538,0.00105,0.00275
"NOR","Norway",2014,"Europe","Coal",0.0356,0.00693,0.01822
"NOR","Norway",2014,"Europe","Hydro",1.32117,0.25714,0.676
"NOR","Norway",2014,"Europe","Natural Gas",0.15622,0.03041,0.07994
"NOR","Norway",2014,"Europe","Nuclear",NA,NA,NA
"NOR","Norway",2014,"Europe","Oil",0.41137,0.08007,0.21049
"NOR","Norway",2014,"Europe","Other",0.00291,0.00057,0.00149
"NOR","Norway",2014,"Europe","Solar",0.00011,2e-05,6e-05
"NOR","Norway",2014,"Europe","Total",1.95439,0.38038,1
"NOR","Norway",2014,"Europe","Wind",0.02162,0.00421,0.01106
"NOR","Norway",2015,"Europe","Biofuels",0.00595,0.00115,0.003
"NOR","Norway",2015,"Europe","Coal",0.03191,0.00615,0.01611
"NOR","Norway",2015,"Europe","Hydro",1.3311,0.25646,0.67203
"NOR","Norway",2015,"Europe","Natural Gas",0.16568,0.03192,0.08365
"NOR","Norway",2015,"Europe","Nuclear",NA,NA,NA
"NOR","Norway",2015,"Europe","Oil",0.41866,0.08066,0.21137
"NOR","Norway",2015,"Europe","Other",0.00291,0.00056,0.00147
"NOR","Norway",2015,"Europe","Solar",0.00013,3e-05,7e-05
"NOR","Norway",2015,"Europe","Total",1.98071,0.38161,1
"NOR","Norway",2015,"Europe","Wind",0.02438,0.0047,0.01231
"NOR","Norway",2016,"Europe","Biofuels",0.0131,0.0025,0.00651
"NOR","Norway",2016,"Europe","Coal",0.03276,0.00626,0.01629
"NOR","Norway",2016,"Europe","Hydro",1.37628,0.26282,0.68448
"NOR","Norway",2016,"Europe","Natural Gas",0.15968,0.03049,0.07942
"NOR","Norway",2016,"Europe","Nuclear",NA,NA,NA
"NOR","Norway",2016,"Europe","Oil",0.40557,0.07745,0.20171
"NOR","Norway",2016,"Europe","Other",0.00268,0.00051,0.00133
"NOR","Norway",2016,"Europe","Solar",0.00023,4e-05,0.00011
"NOR","Norway",2016,"Europe","Total",2.01069,0.38397,1
"NOR","Norway",2016,"Europe","Wind",0.02039,0.00389,0.01014
"NOR","Norway",1990,"Europe","Biofuels",0,0,0
"NOR","Norway",1990,"Europe","Coal",0.03398,0.00801,0.01915
"NOR","Norway",1990,"Europe","Hydro",1.28961,0.30404,0.72674
"NOR","Norway",1990,"Europe","Natural Gas",0.08034,0.01894,0.04528
"NOR","Norway",1990,"Europe","Nuclear",0,0,0
"NOR","Norway",1990,"Europe","Oil",0.36815,0.08679,0.20746
"NOR","Norway",1990,"Europe","Other",0.00245,0.00058,0.00138
"NOR","Norway",1990,"Europe","Solar",0,0,0
"NOR","Norway",1990,"Europe","Total",1.77452,0.41836,1
"NOR","Norway",1990,"Europe","Wind",0,0,0
"NOR","Norway",1991,"Europe","Biofuels",0,0,0
"NOR","Norway",1991,"Europe","Coal",0.03024,0.00709,0.0184
"NOR","Norway",1991,"Europe","Hydro",1.17239,0.27509,0.71323
"NOR","Norway",1991,"Europe","Natural Gas",0.09052,0.02124,0.05507
"NOR","Norway",1991,"Europe","Nuclear",0,0,0
"NOR","Norway",1991,"Europe","Oil",0.34823,0.08171,0.21185
"NOR","Norway",1991,"Europe","Other",0.0024,0.00056,0.00146
"NOR","Norway",1991,"Europe","Solar",0,0,0
"NOR","Norway",1991,"Europe","Total",1.64379,0.38569,1
"NOR","Norway",1991,"Europe","Wind",0,0,0
"NOR","Norway",1992,"Europe","Biofuels",0,0,0
"NOR","Norway",1992,"Europe","Coal",0.03038,0.00709,0.01765
"NOR","Norway",1992,"Europe","Hydro",1.24198,0.28974,0.72142
"NOR","Norway",1992,"Europe","Natural Gas",0.09743,0.02273,0.05659
"NOR","Norway",1992,"Europe","Nuclear",0,0,0
"NOR","Norway",1992,"Europe","Oil",0.34917,0.08146,0.20282
"NOR","Norway",1992,"Europe","Other",0.00261,0.00061,0.00152
"NOR","Norway",1992,"Europe","Solar",0,0,0
"NOR","Norway",1992,"Europe","Total",1.72157,0.40162,1
"NOR","Norway",1992,"Europe","Wind",0,0,0
"NOR","Norway",1993,"Europe","Biofuels",0,0,0
"NOR","Norway",1993,"Europe","Coal",0.03285,0.00762,0.0186
"NOR","Norway",1993,"Europe","Hydro",1.26925,0.29434,0.71868
"NOR","Norway",1993,"Europe","Natural Gas",0.10249,0.02377,0.05803
"NOR","Norway",1993,"Europe","Nuclear",0,0,0
"NOR","Norway",1993,"Europe","Oil",0.35863,0.08317,0.20306
"NOR","Norway",1993,"Europe","Other",0.00279,0.00065,0.00158
"NOR","Norway",1993,"Europe","Solar",0,0,0
"NOR","Norway",1993,"Europe","Total",1.7661,0.40956,1
"NOR","Norway",1993,"Europe","Wind",7e-05,2e-05,4e-05
"NOR","Norway",1994,"Europe","Biofuels",0,0,0
"NOR","Norway",1994,"Europe","Coal",0.03704,0.00854,0.02164
"NOR","Norway",1994,"Europe","Hydro",1.18846,0.27404,0.69445
"NOR","Norway",1994,"Europe","Natural Gas",0.11003,0.02537,0.06429
"NOR","Norway",1994,"Europe","Nuclear",0,0,0
"NOR","Norway",1994,"Europe","Oil",0.37264,0.08593,0.21774
"NOR","Norway",1994,"Europe","Other",0.0031,0.00072,0.00181
"NOR","Norway",1994,"Europe","Solar",0,0,0
